"","literature.path","explained.by"
"20986","MUC1->Prolactin receptor","NF"
"20987","MUC1->CDC25A","NF"
"20988","MUC1->CDC25C","NF"
"20989","MUC1->RIPK2","NF"
"20990","MUC1->PKC-eta","NF"
"20991","MUC1->Rictor","NF"
"20992","MUC1->ESPL1","NF"
"20993","MUC1->PKC-theta","NF"
"20994","MUC1->NF-kB2 (p52)","NF"
"20995","MUC1->WDR3","NF"
"20996","MUC1->G-protein alpha-i2","NF"
"20997","MUC1->RXR","NF"
"20998","MUC1->PKC-epsilon","NF"
"20999","MUC1->GRP78","NF"
"21000","MUC1->PKC-mu","NF"
"21001","MUC1->NF-kB1 (p50)","NF"
"21002","MUC1->STAT5A","NF"
"21003","MUC1->COL1A2","NF"
"21004","MUC1->TRUB2","NF"
"21005","MUC1->Lef-1","NF"
"21006","MUC1->BRG1","NF"
"21007","MUC1->PKC-lambda/iota","NF"
"21008","ErbB3->MEK1(MAP2K1)","NF"
"21009","ErbB3->C/EBPalpha","NF"
"21010","ErbB3->MTOR","NF"
"21011","ErbB3->GSK3B","NF"
"21012","ErbB3->NF-kB","NF"
"21013","ErbB3->CREB1","NF"
"21014","ErbB3->ADAM17","NF"
"21015","ErbB3->RelA (p65 NF-kB subunit)","NF"
"21016","ErbB3->PRKAA1","NF"
"21017","ErbB3->SRC","NF"
"21018","ErbB3->ITGB4","NF"
"21019","ErbB3->E2F1","NF"
"21020","ErbB3->STK11","NF"
"21021","ErbB3->SREBP1 (nuclear)","NF"
"21022","ErbB3->FAP-1","NF"
"21023","ErbB3->c-IAP2","NF"
"21024","ErbB3->FOXO3A","NF"
"21025","ErbB3->PKA-cat (cAMP-dependent)","NF"
"21026","ErbB3->RPS6KB1","NF"
"21027","ErbB3->CaMKK2","NF"
"21028","ErbB3->DEPTOR","NF"
"21029","ErbB3->CDK1 (p34)","NF"
"21030","ErbB3->STAT3","NF"
"21031","ErbB3->MLK3(MAP3K11)","NF"
"21032","ErbB3->EGFR","NF"
"21033","ErbB3->p90Rsk","NF"
"21034","ErbB3->GSK3A/beta","NF"
"21035","ErbB3->TSC2","NF"
"21036","ErbB3->NF-AT1(NFATC2)","NF"
"21037","ErbB3->C/EBPbeta","NF"
"21038","ErbB3->c-Abl","NF"
"21039","ErbB3->p300","NF"
"21040","ErbB3->AKT(PKB)","NF"
"21041","ErbB3->BCL10","NF"
"21042","ErbB3->RPS6KA1","NF"
"21043","ErbB3->SRF","NF"
"21044","ErbB3->RACK1","NF"
"21045","ErbB3->ESR1 (nuclear)","NF"
"21046","ErbB3->TSC1","NF"
"21047","ErbB3->NCOA1 (SRC1)","NF"
"21048","ErbB3->MEK2(MAP2K2)","NF"
"21049","ErbB3->Cyclin D","NF"
"21050","ErbB3->HSP40","NF"
"21051","ErbB3->NF-AT2(NFATC1)","NF"
"21052","ErbB3->HNF4-alpha","NF"
"21053","ErbB3->c-Myc","NF"
"21054","ErbB3->NCOA3 (pCIP/SRC3)","NF"
"21055","ErbB3->GCR-alpha","NF"
"21056","ErbB3->Androgen receptor","NF"
"21057","ErbB3->PAX3","NF"
"21058","ErbB3->B-Raf","NF"
"21059","ErbB3->PLK1","NF"
"21060","ErbB3->RAF1","NF"
"21061","ErbB3->RARalpha","NF"
"21062","ErbB3->NRF2","NF"
"21063","ErbB3->ESR2","NF"
"21064","ErbB3->p73","NF"
"21065","ErbB3->NOTCH1 (NICD)","NF"
"21066","ErbB3->AKT1","NF"
"21067","ErbB3->FAK1","NF"
"21068","ErbB3->p70 S6 kinase2","NF"
"21069","ErbB3->IKK-beta","NF"
"21070","ErbB3->Wee1B","NF"
"21071","ErbB3->IQGAP1","NF"
"21072","ErbB3->Cyclin D1","NF"
"21073","ErbB3->PKC-zeta","NF"
"21074","ErbB3->p90RSK2(RPS6KA3)","NF"
"21075","ErbB3->PRKAB1","NF"
"21076","ErbB3->ERK2 (MAPK1)","NF"
"21077","ErbB3->ErbB4","NF"
"21078","ErbB3->Huntingtin","NF"
"21079","ErbB3->ETS1","NF"
"21080","ErbB3->M-Ras","NF"
"21081","ErbB3->Beta-catenin","NF"
"21082","ErbB3->Sirtuin1","NF"
"21083","ErbB3->H-Ras","NF"
"21084","ErbB3->JNK2(MAPK9)","NF"
"21085","ErbB3->p53","NF"
"21086","ErbB3->Oct-3/4","NF"
"21087","ErbB3->AML1 (RUNX1)","NF"
"21088","ErbB3->PAK1","NF"
"21089","ErbB3->KLF5","NF"
"21090","ErbB3->HSP70","NF"
"21091","ErbB3->SIK","NF"
"21092","ErbB3->TFIIB","NF"
"21093","ErbB3->Cyclin B1","NF"
"21094","ErbB3->AFX1","NF"
"21095","ErbB3->VIL2 (ezrin)","NF"
"21096","ErbB3->CARM1","NF"
"21097","ErbB3->TC21","NF"
"21098","ErbB3->LEPR","NF"
"21099","ErbB3->GRB2","NF"
"21100","ErbB3->ATP1A1","NF"
"21101","ErbB3->MEK1/2","NF"
"21102","ErbB3->MITF","NF"
"21103","ErbB3->MUC1","NF"
"21104","ErbB3->Itch","NF"
"21105","ErbB3->LRP6","NF"
"21106","ErbB3->EGR1","NF"
"21107","ErbB3->PP1-cat","NF"
"21108","ErbB3->GSK3A","NF"
"21109","ErbB3->c-Fos","NF"
"21110","ErbB3->YB-1","NF"
"21111","ErbB3->PTEN","NF"
"21112","ErbB3->N-Myc","NF"
"21113","ErbB3->PIK3C3","NF"
"21114","ErbB3->IRS-1","NF"
"21115","ErbB3->JunB","NF"
"21116","ErbB3->RelB (NF-kB subunit)","NF"
"21117","ErbB3->Bcl-3","NF"
"21118","ErbB3->BMAL1","NF"
"21119","ErbB3->YY1","NF"
"21120","ErbB3->Aurora-A","NF"
"21121","ErbB3->ERK1 (MAPK3)","NF"
"21122","ErbB3->c-Jun","NF"
"21123","ErbB3->K-RAS","NF"
"21124","ErbB3->Synapsin I","NF"
"21125","ErbB3->PSD-95","NF"
"21126","ErbB3->DNA-PK","NF"
"21127","ErbB3->Laforin","NF"
"21128","ErbB3->CBP","NF"
"21129","ErbB3->Calpain 2(m)","NF"
"21130","ErbB3->STAT5B","NF"
"21131","ErbB3->PKC-delta","NF"
"21132","ErbB3->STAT1","NF"
"21133","ErbB3->MMP-2","NF"
"21134","ErbB3->REV-ERBalpha","NF"
"21135","ErbB3->PKC-alpha","NF"
"21136","ErbB3->Axin1","NF"
"21137","ErbB3->PKA-cat alpha","NF"
"21138","ErbB3->PI-TP","NF"
"21139","ErbB3->NR2B","NF"
"21140","ErbB3->Plectin 1","NF"
"21141","ErbB3->PtdIns(345)P3+H(2)O = PO(4)('3-)+PtdIns(45)P2","NF"
"21142","ErbB3->Rac1","NF"
"21143","ErbB3->TGF-alpha","NF"
"21144","ErbB3->IGF-1 receptor","NF"
"21145","ErbB3->IKK (cat)","NF"
"21146","ErbB3->JAK2","NF"
"21147","ErbB3->SOS","NF"
"21148","ErbB3->PDK (PDPK1)","NF"
"21149","ErbB3->Shc","NF"
"21150","ErbB3->I-kB","NF"
"21151","ErbB3->APC protein","NF"
"21152","ErbB3->Axin","NF"
"21153","ErbB3->FRAT1","NF"
"21154","ErbB3->HSF1","NF"
"21155","ErbB3->IKK-gamma","NF"
"21156","ErbB3->A-Raf-1","NF"
"21157","ErbB3->ERK1/2","NF"
"21158","ErbB3->ERK5 (MAPK7)","NF"
"21159","ErbB3->Kinase MYT1","NF"
"21160","ErbB3->CDC25B","NF"
"21161","ErbB3->Gephyrin","NF"
"21162","ErbB3->RIPK1","NF"
"21163","ErbB3->RAP-1A","NF"
"21164","ErbB3->VAV-2","NF"
"21165","ErbB3->p120GAP","NF"
"21166","ErbB3->ErbB2","NF"
"21167","ErbB3->R-Ras","NF"
"21168","ErbB3->CDC42","NF"
"21169","ErbB3->JAK1","NF"
"21170","ErbB3->SP1","NF"
"21171","ErbB3->TCF7L2 (TCF4)","NF"
"21172","ErbB3->Amphiregulin","NF"
"21173","ErbB3->ILK","NF"
"21174","ErbB3->Paxillin","NF"
"21175","ErbB3->SHP-2","NF"
"21176","ErbB3->Securin","NF"
"21177","ErbB3->Raptor","NF"
"21178","ErbB3->SynGAP","NF"
"21179","ErbB3->RHEB2","NF"
"21180","ErbB3->AFAP","NF"
"21181","ErbB3->Progesterone receptor","NF"
"21182","ErbB3->PP2A catalytic","NF"
"21183","ErbB3->Talin","NF"
"21184","ErbB3->Prolactin receptor","NF"
"21185","ErbB3->CDC25A","NF"
"21186","ErbB3->CDC25C","NF"
"21187","ErbB3->RIPK2","NF"
"21188","ErbB3->PKC-eta","NF"
"21189","ErbB3->Rictor","NF"
"21190","ErbB3->ESPL1","NF"
"21191","ErbB3->PKC-theta","NF"
"21192","ErbB3->NF-kB2 (p52)","NF"
"21193","ErbB3->WDR3","NF"
"21194","ErbB3->G-protein alpha-i2","NF"
"21195","ErbB3->RXR","NF"
"21196","ErbB3->PKC-epsilon","NF"
"21197","ErbB3->GRP78","NF"
"21198","ErbB3->PKC-mu","NF"
"21199","ErbB3->NF-kB1 (p50)","NF"
"21200","ErbB3->STAT5A","NF"
"21201","ErbB3->COL1A2","NF"
"21202","ErbB3->TRUB2","NF"
"21203","ErbB3->Lef-1","NF"
"21204","ErbB3->BRG1","NF"
"21205","ErbB3->PKC-lambda/iota","NF"
"21206","Itch->MEK1(MAP2K1)","NF"
"21207","Itch->C/EBPalpha","NF"
"21208","Itch->MTOR","NF"
"21209","Itch->GSK3B","NF"
"21210","Itch->NF-kB","NF"
"21211","Itch->CREB1","NF"
"21212","Itch->ADAM17","NF"
"21213","Itch->RelA (p65 NF-kB subunit)","NF"
"21214","Itch->PRKAA1","NF"
"21215","Itch->SRC","NF"
"21216","Itch->ITGB4","NF"
"21217","Itch->E2F1","NF"
"21218","Itch->STK11","NF"
"21219","Itch->SREBP1 (nuclear)","NF"
"21220","Itch->FAP-1","NF"
"21221","Itch->c-IAP2","NF"
"21222","Itch->FOXO3A","NF"
"21223","Itch->PKA-cat (cAMP-dependent)","NF"
"21224","Itch->RPS6KB1","NF"
"21225","Itch->CaMKK2","NF"
"21226","Itch->DEPTOR","NF"
"21227","Itch->CDK1 (p34)","NF"
"21228","Itch->STAT3","NF"
"21229","Itch->MLK3(MAP3K11)","NF"
"21230","Itch->EGFR","NF"
"21231","Itch->p90Rsk","NF"
"21232","Itch->GSK3A/beta","NF"
"21233","Itch->TSC2","NF"
"21234","Itch->NF-AT1(NFATC2)","NF"
"21235","Itch->C/EBPbeta","NF"
"21236","Itch->c-Abl","NF"
"21237","Itch->p300","NF"
"21238","Itch->AKT(PKB)","NF"
"21239","Itch->BCL10","NF"
"21240","Itch->RPS6KA1","NF"
"21241","Itch->SRF","NF"
"21242","Itch->RACK1","NF"
"21243","Itch->ESR1 (nuclear)","NF"
"21244","Itch->TSC1","NF"
"21245","Itch->NCOA1 (SRC1)","NF"
"21246","Itch->MEK2(MAP2K2)","NF"
"21247","Itch->Cyclin D","NF"
"21248","Itch->HSP40","NF"
"21249","Itch->NF-AT2(NFATC1)","NF"
"21250","Itch->HNF4-alpha","NF"
"21251","Itch->c-Myc","NF"
"21252","Itch->NCOA3 (pCIP/SRC3)","NF"
"21253","Itch->GCR-alpha","NF"
"21254","Itch->Androgen receptor","NF"
"21255","Itch->PAX3","NF"
"21256","Itch->B-Raf","NF"
"21257","Itch->PLK1","NF"
"21258","Itch->RAF1","NF"
"21259","Itch->RARalpha","NF"
"21260","Itch->NRF2","NF"
"21261","Itch->ESR2","NF"
"21262","Itch->p73","NF"
"21263","Itch->NOTCH1 (NICD)","NF"
"21264","Itch->AKT1","NF"
"21265","Itch->FAK1","NF"
"21266","Itch->p70 S6 kinase2","NF"
"21267","Itch->IKK-beta","NF"
"21268","Itch->Wee1B","NF"
"21269","Itch->IQGAP1","NF"
"21270","Itch->Cyclin D1","NF"
"21271","Itch->PKC-zeta","NF"
"21272","Itch->p90RSK2(RPS6KA3)","NF"
"21273","Itch->PRKAB1","NF"
"21274","Itch->ERK2 (MAPK1)","NF"
"21275","Itch->ErbB4","NF"
"21276","Itch->Huntingtin","NF"
"21277","Itch->ETS1","NF"
"21278","Itch->M-Ras","NF"
"21279","Itch->Beta-catenin","NF"
"21280","Itch->Sirtuin1","NF"
"21281","Itch->H-Ras","NF"
"21282","Itch->JNK2(MAPK9)","NF"
"21283","Itch->p53","NF"
"21284","Itch->Oct-3/4","NF"
"21285","Itch->AML1 (RUNX1)","NF"
"21286","Itch->PAK1","NF"
"21287","Itch->KLF5","NF"
"21288","Itch->HSP70","NF"
"21289","Itch->SIK","NF"
"21290","Itch->TFIIB","NF"
"21291","Itch->Cyclin B1","NF"
"21292","Itch->AFX1","NF"
"21293","Itch->VIL2 (ezrin)","NF"
"21294","Itch->CARM1","NF"
"21295","Itch->TC21","NF"
"21296","Itch->LEPR","NF"
"21297","Itch->GRB2","NF"
"21298","Itch->ATP1A1","NF"
"21299","Itch->MEK1/2","NF"
"21300","Itch->MITF","NF"
"21301","Itch->MUC1","NF"
"21302","Itch->ErbB3","NF"
"21303","Itch->LRP6","NF"
"21304","Itch->EGR1","NF"
"21305","Itch->PP1-cat","NF"
"21306","Itch->GSK3A","NF"
"21307","Itch->c-Fos","NF"
"21308","Itch->YB-1","NF"
"21309","Itch->PTEN","NF"
"21310","Itch->N-Myc","NF"
"21311","Itch->PIK3C3","NF"
"21312","Itch->IRS-1","NF"
"21313","Itch->JunB","NF"
"21314","Itch->RelB (NF-kB subunit)","NF"
"21315","Itch->Bcl-3","NF"
"21316","Itch->BMAL1","NF"
"21317","Itch->YY1","NF"
"21318","Itch->Aurora-A","NF"
"21319","Itch->ERK1 (MAPK3)","NF"
"21320","Itch->c-Jun","NF"
"21321","Itch->K-RAS","NF"
"21322","Itch->Synapsin I","NF"
"21323","Itch->PSD-95","NF"
"21324","Itch->DNA-PK","NF"
"21325","Itch->Laforin","NF"
"21326","Itch->CBP","NF"
"21327","Itch->Calpain 2(m)","NF"
"21328","Itch->STAT5B","NF"
"21329","Itch->PKC-delta","NF"
"21330","Itch->STAT1","NF"
"21331","Itch->MMP-2","NF"
"21332","Itch->REV-ERBalpha","NF"
"21333","Itch->PKC-alpha","NF"
"21334","Itch->Axin1","NF"
"21335","Itch->PKA-cat alpha","NF"
"21336","Itch->PI-TP","NF"
"21337","Itch->NR2B","NF"
"21338","Itch->Plectin 1","NF"
"21339","Itch->PtdIns(345)P3+H(2)O = PO(4)('3-)+PtdIns(45)P2","NF"
"21340","Itch->Rac1","NF"
"21341","Itch->TGF-alpha","NF"
"21342","Itch->IGF-1 receptor","NF"
"21343","Itch->IKK (cat)","NF"
"21344","Itch->JAK2","NF"
"21345","Itch->SOS","NF"
"21346","Itch->PDK (PDPK1)","NF"
"21347","Itch->Shc","NF"
"21348","Itch->I-kB","NF"
"21349","Itch->APC protein","NF"
"21350","Itch->Axin","NF"
"21351","Itch->FRAT1","NF"
"21352","Itch->HSF1","NF"
"21353","Itch->IKK-gamma","NF"
"21354","Itch->A-Raf-1","NF"
"21355","Itch->ERK1/2","NF"
"21356","Itch->ERK5 (MAPK7)","NF"
"21357","Itch->Kinase MYT1","NF"
"21358","Itch->CDC25B","NF"
"21359","Itch->Gephyrin","NF"
"21360","Itch->RIPK1","NF"
"21361","Itch->RAP-1A","NF"
"21362","Itch->VAV-2","NF"
"21363","Itch->p120GAP","NF"
"21364","Itch->ErbB2","NF"
"21365","Itch->R-Ras","NF"
"21366","Itch->CDC42","NF"
"21367","Itch->JAK1","NF"
"21368","Itch->SP1","NF"
"21369","Itch->TCF7L2 (TCF4)","NF"
"21370","Itch->Amphiregulin","NF"
"21371","Itch->ILK","NF"
"21372","Itch->Paxillin","NF"
"21373","Itch->SHP-2","NF"
"21374","Itch->Securin","NF"
"21375","Itch->Raptor","NF"
"21376","Itch->SynGAP","NF"
"21377","Itch->RHEB2","NF"
"21378","Itch->AFAP","NF"
"21379","Itch->Progesterone receptor","NF"
"21380","Itch->PP2A catalytic","NF"
"21381","Itch->Talin","NF"
"21382","Itch->Prolactin receptor","NF"
"21383","Itch->CDC25A","NF"
"21384","Itch->CDC25C","NF"
"21385","Itch->RIPK2","NF"
"21386","Itch->PKC-eta","NF"
"21387","Itch->Rictor","NF"
"21388","Itch->ESPL1","NF"
"21389","Itch->PKC-theta","NF"
"21390","Itch->NF-kB2 (p52)","NF"
"21391","Itch->WDR3","NF"
"21392","Itch->G-protein alpha-i2","NF"
"21393","Itch->RXR","NF"
"21394","Itch->PKC-epsilon","NF"
"21395","Itch->GRP78","NF"
"21396","Itch->PKC-mu","NF"
"21397","Itch->NF-kB1 (p50)","NF"
"21398","Itch->STAT5A","NF"
"21399","Itch->COL1A2","NF"
"21400","Itch->TRUB2","NF"
"21401","Itch->Lef-1","NF"
"21402","Itch->BRG1","NF"
"21403","Itch->PKC-lambda/iota","NF"
"21404","LRP6->MEK1(MAP2K1)","NF"
"21405","LRP6->C/EBPalpha","NF"
"21406","LRP6->MTOR","NF"
"21407","LRP6->GSK3B","NF"
"21408","LRP6->NF-kB","NF"
"21409","LRP6->CREB1","NF"
"21410","LRP6->ADAM17","NF"
"21411","LRP6->RelA (p65 NF-kB subunit)","NF"
"21412","LRP6->PRKAA1","NF"
"21413","LRP6->SRC","NF"
"21414","LRP6->ITGB4","NF"
"21415","LRP6->E2F1","NF"
"21416","LRP6->STK11","NF"
"21417","LRP6->SREBP1 (nuclear)","NF"
"21418","LRP6->FAP-1","NF"
"21419","LRP6->c-IAP2","NF"
"21420","LRP6->FOXO3A","NF"
"21421","LRP6->PKA-cat (cAMP-dependent)","NF"
"21422","LRP6->RPS6KB1","NF"
"21423","LRP6->CaMKK2","NF"
"21424","LRP6->DEPTOR","NF"
"21425","LRP6->CDK1 (p34)","NF"
"21426","LRP6->STAT3","NF"
"21427","LRP6->MLK3(MAP3K11)","NF"
"21428","LRP6->EGFR","NF"
"21429","LRP6->p90Rsk","NF"
"21430","LRP6->GSK3A/beta","NF"
"21431","LRP6->TSC2","NF"
"21432","LRP6->NF-AT1(NFATC2)","NF"
"21433","LRP6->C/EBPbeta","NF"
"21434","LRP6->c-Abl","NF"
"21435","LRP6->p300","NF"
"21436","LRP6->AKT(PKB)","NF"
"21437","LRP6->BCL10","NF"
"21438","LRP6->RPS6KA1","NF"
"21439","LRP6->SRF","NF"
"21440","LRP6->RACK1","NF"
"21441","LRP6->ESR1 (nuclear)","NF"
"21442","LRP6->TSC1","NF"
"21443","LRP6->NCOA1 (SRC1)","NF"
"21444","LRP6->MEK2(MAP2K2)","NF"
"21445","LRP6->Cyclin D","NF"
"21446","LRP6->HSP40","NF"
"21447","LRP6->NF-AT2(NFATC1)","NF"
"21448","LRP6->HNF4-alpha","NF"
"21449","LRP6->c-Myc","NF"
"21450","LRP6->NCOA3 (pCIP/SRC3)","NF"
"21451","LRP6->GCR-alpha","NF"
"21452","LRP6->Androgen receptor","NF"
"21453","LRP6->PAX3","NF"
"21454","LRP6->B-Raf","NF"
"21455","LRP6->PLK1","NF"
"21456","LRP6->RAF1","NF"
"21457","LRP6->RARalpha","NF"
"21458","LRP6->NRF2","NF"
"21459","LRP6->ESR2","NF"
"21460","LRP6->p73","NF"
"21461","LRP6->NOTCH1 (NICD)","NF"
"21462","LRP6->AKT1","NF"
"21463","LRP6->FAK1","NF"
"21464","LRP6->p70 S6 kinase2","NF"
"21465","LRP6->IKK-beta","NF"
"21466","LRP6->Wee1B","NF"
"21467","LRP6->IQGAP1","NF"
"21468","LRP6->Cyclin D1","NF"
"21469","LRP6->PKC-zeta","NF"
"21470","LRP6->p90RSK2(RPS6KA3)","NF"
"21471","LRP6->PRKAB1","NF"
"21472","LRP6->ERK2 (MAPK1)","NF"
"21473","LRP6->ErbB4","NF"
"21474","LRP6->Huntingtin","NF"
"21475","LRP6->ETS1","NF"
"21476","LRP6->M-Ras","NF"
"21477","LRP6->Beta-catenin","NF"
"21478","LRP6->Sirtuin1","NF"
"21479","LRP6->H-Ras","NF"
"21480","LRP6->JNK2(MAPK9)","NF"
"21481","LRP6->p53","NF"
"21482","LRP6->Oct-3/4","NF"
"21483","LRP6->AML1 (RUNX1)","NF"
"21484","LRP6->PAK1","NF"
"21485","LRP6->KLF5","NF"
"21486","LRP6->HSP70","NF"
"21487","LRP6->SIK","NF"
"21488","LRP6->TFIIB","NF"
"21489","LRP6->Cyclin B1","NF"
"21490","LRP6->AFX1","NF"
"21491","LRP6->VIL2 (ezrin)","NF"
"21492","LRP6->CARM1","NF"
"21493","LRP6->TC21","NF"
"21494","LRP6->LEPR","NF"
"21495","LRP6->GRB2","NF"
"21496","LRP6->ATP1A1","NF"
"21497","LRP6->MEK1/2","NF"
"21498","LRP6->MITF","NF"
"21499","LRP6->MUC1","NF"
"21500","LRP6->ErbB3","NF"
"21501","LRP6->Itch","NF"
"21502","LRP6->EGR1","NF"
"21503","LRP6->PP1-cat","NF"
"21504","LRP6->GSK3A","NF"
"21505","LRP6->c-Fos","NF"
"21506","LRP6->YB-1","NF"
"21507","LRP6->PTEN","NF"
"21508","LRP6->N-Myc","NF"
"21509","LRP6->PIK3C3","NF"
"21510","LRP6->IRS-1","NF"
"21511","LRP6->JunB","NF"
"21512","LRP6->RelB (NF-kB subunit)","NF"
"21513","LRP6->Bcl-3","NF"
"21514","LRP6->BMAL1","NF"
"21515","LRP6->YY1","NF"
"21516","LRP6->Aurora-A","NF"
"21517","LRP6->ERK1 (MAPK3)","NF"
"21518","LRP6->c-Jun","NF"
"21519","LRP6->K-RAS","NF"
"21520","LRP6->Synapsin I","NF"
"21521","LRP6->PSD-95","NF"
"21522","LRP6->DNA-PK","NF"
"21523","LRP6->Laforin","NF"
"21524","LRP6->CBP","NF"
"21525","LRP6->Calpain 2(m)","NF"
"21526","LRP6->STAT5B","NF"
"21527","LRP6->PKC-delta","NF"
"21528","LRP6->STAT1","NF"
"21529","LRP6->MMP-2","NF"
"21530","LRP6->REV-ERBalpha","NF"
"21531","LRP6->PKC-alpha","NF"
"21532","LRP6->Axin1","NF"
"21533","LRP6->PKA-cat alpha","NF"
"21534","LRP6->PI-TP","NF"
"21535","LRP6->NR2B","NF"
"21536","LRP6->Plectin 1","NF"
"21537","LRP6->PtdIns(345)P3+H(2)O = PO(4)('3-)+PtdIns(45)P2","NF"
"21538","LRP6->Rac1","NF"
"21539","LRP6->TGF-alpha","NF"
"21540","LRP6->IGF-1 receptor","NF"
"21541","LRP6->IKK (cat)","NF"
"21542","LRP6->JAK2","NF"
"21543","LRP6->SOS","NF"
"21544","LRP6->PDK (PDPK1)","NF"
"21545","LRP6->Shc","NF"
"21546","LRP6->I-kB","NF"
"21547","LRP6->APC protein","NF"
"21548","LRP6->Axin","NF"
"21549","LRP6->FRAT1","NF"
"21550","LRP6->HSF1","NF"
"21551","LRP6->IKK-gamma","NF"
"21552","LRP6->A-Raf-1","NF"
"21553","LRP6->ERK1/2","NF"
"21554","LRP6->ERK5 (MAPK7)","NF"
"21555","LRP6->Kinase MYT1","NF"
"21556","LRP6->CDC25B","NF"
"21557","LRP6->Gephyrin","NF"
"21558","LRP6->RIPK1","NF"
"21559","LRP6->RAP-1A","NF"
"21560","LRP6->VAV-2","NF"
"21561","LRP6->p120GAP","NF"
"21562","LRP6->ErbB2","NF"
"21563","LRP6->R-Ras","NF"
"21564","LRP6->CDC42","NF"
"21565","LRP6->JAK1","NF"
"21566","LRP6->SP1","NF"
"21567","LRP6->TCF7L2 (TCF4)","NF"
"21568","LRP6->Amphiregulin","NF"
"21569","LRP6->ILK","NF"
"21570","LRP6->Paxillin","NF"
"21571","LRP6->SHP-2","NF"
"21572","LRP6->Securin","NF"
"21573","LRP6->Raptor","NF"
"21574","LRP6->SynGAP","NF"
"21575","LRP6->RHEB2","NF"
"21576","LRP6->AFAP","NF"
"21577","LRP6->Progesterone receptor","NF"
"21578","LRP6->PP2A catalytic","NF"
"21579","LRP6->Talin","NF"
"21580","LRP6->Prolactin receptor","NF"
"21581","LRP6->CDC25A","NF"
"21582","LRP6->CDC25C","NF"
"21583","LRP6->RIPK2","NF"
"21584","LRP6->PKC-eta","NF"
"21585","LRP6->Rictor","NF"
"21586","LRP6->ESPL1","NF"
"21587","LRP6->PKC-theta","NF"
"21588","LRP6->NF-kB2 (p52)","NF"
"21589","LRP6->WDR3","NF"
"21590","LRP6->G-protein alpha-i2","NF"
"21591","LRP6->RXR","NF"
"21592","LRP6->PKC-epsilon","NF"
"21593","LRP6->GRP78","NF"
"21594","LRP6->PKC-mu","NF"
"21595","LRP6->NF-kB1 (p50)","NF"
"21596","LRP6->STAT5A","NF"
"21597","LRP6->COL1A2","NF"
"21598","LRP6->TRUB2","NF"
"21599","LRP6->Lef-1","NF"
"21600","LRP6->BRG1","NF"
"21601","LRP6->PKC-lambda/iota","NF"
"21602","EGR1->MEK1(MAP2K1)","NF"
"21603","EGR1->C/EBPalpha","NF"
"21604","EGR1->MTOR","NF"
"21605","EGR1->GSK3B","NF"
"21606","EGR1->NF-kB","NF"
"21607","EGR1->CREB1","NF"
"21608","EGR1->ADAM17","NF"
"21609","EGR1->RelA (p65 NF-kB subunit)","NF"
"21610","EGR1->PRKAA1","NF"
"21611","EGR1->SRC","NF"
"21612","EGR1->ITGB4","NF"
"21613","EGR1->E2F1","NF"
"21614","EGR1->STK11","NF"
"21615","EGR1->SREBP1 (nuclear)","NF"
"21616","EGR1->FAP-1","NF"
"21617","EGR1->c-IAP2","NF"
"21618","EGR1->FOXO3A","NF"
"21619","EGR1->PKA-cat (cAMP-dependent)","NF"
"21620","EGR1->RPS6KB1","NF"
"21621","EGR1->CaMKK2","NF"
"21622","EGR1->DEPTOR","NF"
"21623","EGR1->CDK1 (p34)","NF"
"21624","EGR1->STAT3","NF"
"21625","EGR1->MLK3(MAP3K11)","NF"
"21626","EGR1->EGFR","NF"
"21627","EGR1->p90Rsk","NF"
"21628","EGR1->GSK3A/beta","NF"
"21629","EGR1->TSC2","NF"
"21630","EGR1->NF-AT1(NFATC2)","NF"
"21631","EGR1->C/EBPbeta","NF"
"21632","EGR1->c-Abl","NF"
"21633","EGR1->p300","NF"
"21634","EGR1->AKT(PKB)","NF"
"21635","EGR1->BCL10","NF"
"21636","EGR1->RPS6KA1","NF"
"21637","EGR1->SRF","NF"
"21638","EGR1->RACK1","NF"
"21639","EGR1->ESR1 (nuclear)","NF"
"21640","EGR1->TSC1","NF"
"21641","EGR1->NCOA1 (SRC1)","NF"
"21642","EGR1->MEK2(MAP2K2)","NF"
"21643","EGR1->Cyclin D","NF"
"21644","EGR1->HSP40","NF"
"21645","EGR1->NF-AT2(NFATC1)","NF"
"21646","EGR1->HNF4-alpha","NF"
"21647","EGR1->c-Myc","NF"
"21648","EGR1->NCOA3 (pCIP/SRC3)","NF"
"21649","EGR1->GCR-alpha","NF"
"21650","EGR1->Androgen receptor","NF"
"21651","EGR1->PAX3","NF"
"21652","EGR1->B-Raf","NF"
"21653","EGR1->PLK1","NF"
"21654","EGR1->RAF1","NF"
"21655","EGR1->RARalpha","NF"
"21656","EGR1->NRF2","NF"
"21657","EGR1->ESR2","NF"
"21658","EGR1->p73","NF"
"21659","EGR1->NOTCH1 (NICD)","NF"
"21660","EGR1->AKT1","NF"
"21661","EGR1->FAK1","NF"
"21662","EGR1->p70 S6 kinase2","NF"
"21663","EGR1->IKK-beta","NF"
"21664","EGR1->Wee1B","NF"
"21665","EGR1->IQGAP1","NF"
"21666","EGR1->Cyclin D1","NF"
"21667","EGR1->PKC-zeta","NF"
"21668","EGR1->p90RSK2(RPS6KA3)","NF"
"21669","EGR1->PRKAB1","NF"
"21670","EGR1->ERK2 (MAPK1)","NF"
"21671","EGR1->ErbB4","NF"
"21672","EGR1->Huntingtin","NF"
"21673","EGR1->ETS1","NF"
"21674","EGR1->M-Ras","NF"
