"","literature.path","explained.by"
"9254","IRS-1->PP2A cat (alpha)","NF"
"9255","IRS-1->PI-TP","NF"
"9256","IRS-1->STAT5B","NF"
"9257","IRS-1->c-Jun","NF"
"9258","IRS-1->JAK2","NF"
"9259","IRS-1->Axin","NF"
"9260","IRS-1->FRAT1","NF"
"9261","IRS-1->Shc","NF"
"9262","IRS-1->GRB10","NF"
"9263","IRS-1->RAP-1A","NF"
"9264","IRS-1->p120GAP","NF"
"9265","IRS-1->ErbB2","NF"
"9266","IRS-1->CDC42","NF"
"9267","IRS-1->JAK1","NF"
"9268","IRS-1->JunB","NF"
"9269","IRS-1->SP1","NF"
"9270","IRS-1->P90S6K","NF"
"9271","IRS-1->Paxillin","NF"
"9272","IRS-1->SHP-2","NF"
"9273","IRS-1->Securin","NF"
"9274","IRS-1->SRC","NF"
"9275","IRS-1->Raptor","NF"
"9276","IRS-1->RHEB2","NF"
"9277","IRS-1->Prolactin receptor","NF"
"9278","IRS-1->CDC25A","NF"
"9279","IRS-1->RIPK2","NF"
"9280","IRS-1->Rictor","NF"
"9281","IRS-1->BMAL1","NF"
"9282","IRS-1->ESPL1","NF"
"9283","IRS-1->AML1 (RUNX1)","NF"
"9284","IRS-1->DEPTOR","NF"
"9285","IRS-1->PLK1","NF"
"9286","IRS-1->ROCK1","NF"
"9287","IRS-1->YY1","NF"
"9288","IRS-1->PKC-theta","NF"
"9289","IRS-1->SREBP1 (nuclear)","NF"
"9290","IRS-1->CREB1","NF"
"9291","IRS-1->WDR3","NF"
"9292","IRS-1->G-protein alpha-i2","NF"
"9293","IRS-1->PKA-cat alpha","NF"
"9294","IRS-1->PTEN","NF"
"9295","IRS-1->DNA-PK","NF"
"9296","IRS-1->GRP78","NF"
"9297","IRS-1->RARalpha","NF"
"9298","IRS-1->C/EBPalpha","NF"
"9299","IRS-1->GCR-alpha","NF"
"9300","IRS-1->PKC-mu","NF"
"9301","IRS-1->MEK1/2","NF"
"9302","IRS-1->ADAM17","NF"
"9303","IRS-1->STAT5A","NF"
"9304","IRS-1->ERK1/2","NF"
"9305","IRS-1->APC protein","NF"
"9306","IRS-1->BRG1","NF"
"9307","IRS-1->NF-kB1 (p50)","NF"
"9308","IRS-1->PKC-lambda/iota","NF"
"9309","RelB (NF-kB subunit)->MAP2K","NF"
"9310","RelB (NF-kB subunit)->SRC1","NF"
"9311","RelB (NF-kB subunit)->mTOR","NF"
"9312","RelB (NF-kB subunit)->NUR77","NF"
"9313","RelB (NF-kB subunit)->GSK3B","NF"
"9314","RelB (NF-kB subunit)->NF-kB","NF"
"9315","RelB (NF-kB subunit)->ITGB4","NF"
"9316","RelB (NF-kB subunit)->E2F1","NF"
"9317","RelB (NF-kB subunit)->LKB1","NF"
"9318","RelB (NF-kB subunit)->AMPK","NF"
"9319","RelB (NF-kB subunit)->c-IAP2","NF"
"9320","RelB (NF-kB subunit)->FOXO3A","NF"
"9321","RelB (NF-kB subunit)->P70S6K","NF"
"9322","RelB (NF-kB subunit)->CDK1","NF"
"9323","RelB (NF-kB subunit)->STAT3","NF"
"9324","RelB (NF-kB subunit)->MAP3K","NF"
"9325","RelB (NF-kB subunit)->GSK3A","NF"
"9326","RelB (NF-kB subunit)->Tuberin","NF"
"9327","RelB (NF-kB subunit)->C/EBPbeta","NF"
"9328","RelB (NF-kB subunit)->c-Abl","NF"
"9329","RelB (NF-kB subunit)->p300","NF"
"9330","RelB (NF-kB subunit)->AKT","NF"
"9331","RelB (NF-kB subunit)->ESR1","NF"
"9332","RelB (NF-kB subunit)->EGFR","NF"
"9333","RelB (NF-kB subunit)->Cyclin D","NF"
"9334","RelB (NF-kB subunit)->RAF1","NF"
"9335","RelB (NF-kB subunit)->Androgen receptor","NF"
"9336","RelB (NF-kB subunit)->HGF receptor (Met)","NF"
"9337","RelB (NF-kB subunit)->B-Raf","NF"
"9338","RelB (NF-kB subunit)->PKC","NF"
"9339","RelB (NF-kB subunit)->HSF1","NF"
"9340","RelB (NF-kB subunit)->NOTCH1 (NICD)","NF"
"9341","RelB (NF-kB subunit)->AKT1","NF"
"9342","RelB (NF-kB subunit)->FAK1","NF"
"9343","RelB (NF-kB subunit)->IKK-beta","NF"
"9344","RelB (NF-kB subunit)->Cyclin D1","NF"
"9345","RelB (NF-kB subunit)->PRKAB1","NF"
"9346","RelB (NF-kB subunit)->MAPK1","NF"
"9347","RelB (NF-kB subunit)->ErbB4","NF"
"9348","RelB (NF-kB subunit)->Beta-catenin","NF"
"9349","RelB (NF-kB subunit)->Sirtuin1","NF"
"9350","RelB (NF-kB subunit)->H-Ras","NF"
"9351","RelB (NF-kB subunit)->JNK2(MAPK9)","NF"
"9352","RelB (NF-kB subunit)->p53","NF"
"9353","RelB (NF-kB subunit)->PAK1","NF"
"9354","RelB (NF-kB subunit)->KLF5","NF"
"9355","RelB (NF-kB subunit)->HSP70","NF"
"9356","RelB (NF-kB subunit)->SIK","NF"
"9357","RelB (NF-kB subunit)->VIL2","NF"
"9358","RelB (NF-kB subunit)->CARM1","NF"
"9359","RelB (NF-kB subunit)->TC21","NF"
"9360","RelB (NF-kB subunit)->LEPR","NF"
"9361","RelB (NF-kB subunit)->GRB2","NF"
"9362","RelB (NF-kB subunit)->ETS1","NF"
"9363","RelB (NF-kB subunit)->MITF","NF"
"9364","RelB (NF-kB subunit)->MUC1","NF"
"9365","RelB (NF-kB subunit)->ErbB3","NF"
"9366","RelB (NF-kB subunit)->LRP6","NF"
"9367","RelB (NF-kB subunit)->NF-AT2(NFATC1)","NF"
"9368","RelB (NF-kB subunit)->PP1-cat","NF"
"9369","RelB (NF-kB subunit)->YB-1","NF"
"9370","RelB (NF-kB subunit)->PIK3C3","NF"
"9371","RelB (NF-kB subunit)->IGF-1 receptor","NF"
"9372","RelB (NF-kB subunit)->Bcl-3","NF"
"9373","RelB (NF-kB subunit)->c-Myc","NF"
"9374","RelB (NF-kB subunit)->Aurora-A","NF"
"9375","RelB (NF-kB subunit)->MAPK3","NF"
"9376","RelB (NF-kB subunit)->PRAS40","NF"
"9377","RelB (NF-kB subunit)->BCL10","NF"
"9378","RelB (NF-kB subunit)->EGR1","NF"
"9379","RelB (NF-kB subunit)->N-Myc","NF"
"9380","RelB (NF-kB subunit)->PP2A catalytic","NF"
"9381","RelB (NF-kB subunit)->STAT1","NF"
"9382","RelB (NF-kB subunit)->PRKAA1","NF"
"9383","RelB (NF-kB subunit)->PP2A cat (alpha)","NF"
"9384","RelB (NF-kB subunit)->PI-TP","NF"
"9385","RelB (NF-kB subunit)->STAT5B","NF"
"9386","RelB (NF-kB subunit)->c-Jun","NF"
"9387","RelB (NF-kB subunit)->JAK2","NF"
"9388","RelB (NF-kB subunit)->Axin","NF"
"9389","RelB (NF-kB subunit)->FRAT1","NF"
"9390","RelB (NF-kB subunit)->Shc","NF"
"9391","RelB (NF-kB subunit)->GRB10","NF"
"9392","RelB (NF-kB subunit)->RAP-1A","NF"
"9393","RelB (NF-kB subunit)->p120GAP","NF"
"9394","RelB (NF-kB subunit)->ErbB2","NF"
"9395","RelB (NF-kB subunit)->CDC42","NF"
"9396","RelB (NF-kB subunit)->JAK1","NF"
"9397","RelB (NF-kB subunit)->JunB","NF"
"9398","RelB (NF-kB subunit)->SP1","NF"
"9399","RelB (NF-kB subunit)->P90S6K","NF"
"9400","RelB (NF-kB subunit)->Paxillin","NF"
"9401","RelB (NF-kB subunit)->SHP-2","NF"
"9402","RelB (NF-kB subunit)->Securin","NF"
"9403","RelB (NF-kB subunit)->SRC","NF"
"9404","RelB (NF-kB subunit)->Raptor","NF"
"9405","RelB (NF-kB subunit)->RHEB2","NF"
"9406","RelB (NF-kB subunit)->Prolactin receptor","NF"
"9407","RelB (NF-kB subunit)->CDC25A","NF"
"9408","RelB (NF-kB subunit)->RIPK2","NF"
"9409","RelB (NF-kB subunit)->Rictor","NF"
"9410","RelB (NF-kB subunit)->BMAL1","NF"
"9411","RelB (NF-kB subunit)->ESPL1","NF"
"9412","RelB (NF-kB subunit)->AML1 (RUNX1)","NF"
"9413","RelB (NF-kB subunit)->DEPTOR","NF"
"9414","RelB (NF-kB subunit)->PLK1","NF"
"9415","RelB (NF-kB subunit)->ROCK1","NF"
"9416","RelB (NF-kB subunit)->YY1","NF"
"9417","RelB (NF-kB subunit)->PKC-theta","NF"
"9418","RelB (NF-kB subunit)->SREBP1 (nuclear)","NF"
"9419","RelB (NF-kB subunit)->CREB1","NF"
"9420","RelB (NF-kB subunit)->WDR3","NF"
"9421","RelB (NF-kB subunit)->G-protein alpha-i2","NF"
"9422","RelB (NF-kB subunit)->PKA-cat alpha","NF"
"9423","RelB (NF-kB subunit)->PTEN","NF"
"9424","RelB (NF-kB subunit)->DNA-PK","NF"
"9425","RelB (NF-kB subunit)->GRP78","NF"
"9426","RelB (NF-kB subunit)->RARalpha","NF"
"9427","RelB (NF-kB subunit)->C/EBPalpha","NF"
"9428","RelB (NF-kB subunit)->GCR-alpha","NF"
"9429","RelB (NF-kB subunit)->PKC-mu","NF"
"9430","RelB (NF-kB subunit)->MEK1/2","NF"
"9431","RelB (NF-kB subunit)->ADAM17","NF"
"9432","RelB (NF-kB subunit)->STAT5A","NF"
"9433","RelB (NF-kB subunit)->ERK1/2","NF"
"9434","RelB (NF-kB subunit)->APC protein","NF"
"9435","RelB (NF-kB subunit)->BRG1","NF"
"9436","RelB (NF-kB subunit)->NF-kB1 (p50)","NF"
"9437","RelB (NF-kB subunit)->PKC-lambda/iota","NF"
"9438","IGF-1 receptor->MAP2K","NF"
"9439","IGF-1 receptor->SRC1","NF"
"9440","IGF-1 receptor->mTOR","NF"
"9441","IGF-1 receptor->NUR77","NF"
"9442","IGF-1 receptor->GSK3B","NF"
"9443","IGF-1 receptor->NF-kB","NF"
"9444","IGF-1 receptor->ITGB4","NF"
"9445","IGF-1 receptor->E2F1","NF"
"9446","IGF-1 receptor->LKB1","NF"
"9447","IGF-1 receptor->AMPK","NF"
"9448","IGF-1 receptor->c-IAP2","NF"
"9449","IGF-1 receptor->FOXO3A","NF"
"9450","IGF-1 receptor->P70S6K","NF"
"9451","IGF-1 receptor->CDK1","NF"
"9452","IGF-1 receptor->STAT3","NF"
"9453","IGF-1 receptor->MAP3K","NF"
"9454","IGF-1 receptor->GSK3A","NF"
"9455","IGF-1 receptor->Tuberin","NF"
"9456","IGF-1 receptor->C/EBPbeta","NF"
"9457","IGF-1 receptor->c-Abl","NF"
"9458","IGF-1 receptor->p300","NF"
"9459","IGF-1 receptor->AKT","NF"
"9460","IGF-1 receptor->ESR1","NF"
"9461","IGF-1 receptor->EGFR","NF"
"9462","IGF-1 receptor->Cyclin D","NF"
"9463","IGF-1 receptor->RAF1","NF"
"9464","IGF-1 receptor->Androgen receptor","NF"
"9465","IGF-1 receptor->HGF receptor (Met)","NF"
"9466","IGF-1 receptor->B-Raf","NF"
"9467","IGF-1 receptor->PKC","NF"
"9468","IGF-1 receptor->HSF1","NF"
"9469","IGF-1 receptor->NOTCH1 (NICD)","NF"
"9470","IGF-1 receptor->AKT1","NF"
"9471","IGF-1 receptor->FAK1","NF"
"9472","IGF-1 receptor->IKK-beta","NF"
"9473","IGF-1 receptor->Cyclin D1","NF"
"9474","IGF-1 receptor->PRKAB1","NF"
"9475","IGF-1 receptor->MAPK1","NF"
"9476","IGF-1 receptor->ErbB4","NF"
"9477","IGF-1 receptor->Beta-catenin","NF"
"9478","IGF-1 receptor->Sirtuin1","NF"
"9479","IGF-1 receptor->H-Ras","NF"
"9480","IGF-1 receptor->JNK2(MAPK9)","NF"
"9481","IGF-1 receptor->p53","NF"
"9482","IGF-1 receptor->PAK1","NF"
"9483","IGF-1 receptor->KLF5","NF"
"9484","IGF-1 receptor->HSP70","NF"
"9485","IGF-1 receptor->SIK","NF"
"9486","IGF-1 receptor->VIL2","NF"
"9487","IGF-1 receptor->CARM1","NF"
"9488","IGF-1 receptor->TC21","NF"
"9489","IGF-1 receptor->LEPR","NF"
"9490","IGF-1 receptor->GRB2","NF"
"9491","IGF-1 receptor->ETS1","NF"
"9492","IGF-1 receptor->MITF","NF"
"9493","IGF-1 receptor->MUC1","NF"
"9494","IGF-1 receptor->ErbB3","NF"
"9495","IGF-1 receptor->LRP6","NF"
"9496","IGF-1 receptor->NF-AT2(NFATC1)","NF"
"9497","IGF-1 receptor->PP1-cat","NF"
"9498","IGF-1 receptor->YB-1","NF"
"9499","IGF-1 receptor->PIK3C3","NF"
"9500","IGF-1 receptor->RelB (NF-kB subunit)","NF"
"9501","IGF-1 receptor->Bcl-3","NF"
"9502","IGF-1 receptor->c-Myc","NF"
"9503","IGF-1 receptor->Aurora-A","NF"
"9504","IGF-1 receptor->MAPK3","NF"
"9505","IGF-1 receptor->PRAS40","NF"
"9506","IGF-1 receptor->BCL10","NF"
"9507","IGF-1 receptor->EGR1","NF"
"9508","IGF-1 receptor->N-Myc","NF"
"9509","IGF-1 receptor->PP2A catalytic","NF"
"9510","IGF-1 receptor->STAT1","NF"
"9511","IGF-1 receptor->PRKAA1","NF"
"9512","IGF-1 receptor->PP2A cat (alpha)","NF"
"9513","IGF-1 receptor->PI-TP","NF"
"9514","IGF-1 receptor->STAT5B","NF"
"9515","IGF-1 receptor->c-Jun","NF"
"9516","IGF-1 receptor->JAK2","NF"
"9517","IGF-1 receptor->Axin","NF"
"9518","IGF-1 receptor->FRAT1","NF"
"9519","IGF-1 receptor->Shc","NF"
"9520","IGF-1 receptor->GRB10","NF"
"9521","IGF-1 receptor->RAP-1A","NF"
"9522","IGF-1 receptor->p120GAP","NF"
"9523","IGF-1 receptor->ErbB2","NF"
"9524","IGF-1 receptor->CDC42","NF"
"9525","IGF-1 receptor->JAK1","NF"
"9526","IGF-1 receptor->JunB","NF"
"9527","IGF-1 receptor->SP1","NF"
"9528","IGF-1 receptor->P90S6K","NF"
"9529","IGF-1 receptor->Paxillin","NF"
"9530","IGF-1 receptor->SHP-2","NF"
"9531","IGF-1 receptor->Securin","NF"
"9532","IGF-1 receptor->SRC","NF"
"9533","IGF-1 receptor->Raptor","NF"
"9534","IGF-1 receptor->RHEB2","NF"
"9535","IGF-1 receptor->Prolactin receptor","NF"
"9536","IGF-1 receptor->CDC25A","NF"
"9537","IGF-1 receptor->RIPK2","NF"
"9538","IGF-1 receptor->Rictor","NF"
"9539","IGF-1 receptor->BMAL1","NF"
"9540","IGF-1 receptor->ESPL1","NF"
"9541","IGF-1 receptor->AML1 (RUNX1)","NF"
"9542","IGF-1 receptor->DEPTOR","NF"
"9543","IGF-1 receptor->PLK1","NF"
"9544","IGF-1 receptor->ROCK1","NF"
"9545","IGF-1 receptor->YY1","NF"
"9546","IGF-1 receptor->PKC-theta","NF"
"9547","IGF-1 receptor->SREBP1 (nuclear)","NF"
"9548","IGF-1 receptor->CREB1","NF"
"9549","IGF-1 receptor->WDR3","NF"
"9550","IGF-1 receptor->G-protein alpha-i2","NF"
"9551","IGF-1 receptor->PKA-cat alpha","NF"
"9552","IGF-1 receptor->PTEN","NF"
"9553","IGF-1 receptor->DNA-PK","NF"
"9554","IGF-1 receptor->GRP78","NF"
"9555","IGF-1 receptor->RARalpha","NF"
"9556","IGF-1 receptor->C/EBPalpha","NF"
"9557","IGF-1 receptor->GCR-alpha","NF"
"9558","IGF-1 receptor->PKC-mu","NF"
"9559","IGF-1 receptor->MEK1/2","NF"
"9560","IGF-1 receptor->ADAM17","NF"
"9561","IGF-1 receptor->STAT5A","NF"
"9562","IGF-1 receptor->ERK1/2","NF"
"9563","IGF-1 receptor->APC protein","NF"
"9564","IGF-1 receptor->BRG1","NF"
"9565","IGF-1 receptor->NF-kB1 (p50)","NF"
"9566","IGF-1 receptor->PKC-lambda/iota","NF"
"9567","Bcl-3->MAP2K","NF"
"9568","Bcl-3->SRC1","NF"
"9569","Bcl-3->mTOR","NF"
"9570","Bcl-3->NUR77","NF"
"9571","Bcl-3->GSK3B","NF"
"9572","Bcl-3->NF-kB","NF"
"9573","Bcl-3->ITGB4","NF"
"9574","Bcl-3->E2F1","NF"
"9575","Bcl-3->LKB1","NF"
"9576","Bcl-3->AMPK","NF"
"9577","Bcl-3->c-IAP2","NF"
"9578","Bcl-3->FOXO3A","NF"
"9579","Bcl-3->P70S6K","NF"
"9580","Bcl-3->CDK1","NF"
"9581","Bcl-3->STAT3","NF"
"9582","Bcl-3->MAP3K","NF"
"9583","Bcl-3->GSK3A","NF"
"9584","Bcl-3->Tuberin","NF"
"9585","Bcl-3->C/EBPbeta","NF"
"9586","Bcl-3->c-Abl","NF"
"9587","Bcl-3->p300","NF"
"9588","Bcl-3->AKT","NF"
"9589","Bcl-3->ESR1","NF"
"9590","Bcl-3->EGFR","NF"
"9591","Bcl-3->Cyclin D","NF"
"9592","Bcl-3->RAF1","NF"
"9593","Bcl-3->Androgen receptor","NF"
"9594","Bcl-3->HGF receptor (Met)","NF"
"9595","Bcl-3->B-Raf","NF"
"9596","Bcl-3->PKC","NF"
"9597","Bcl-3->HSF1","NF"
"9598","Bcl-3->NOTCH1 (NICD)","NF"
"9599","Bcl-3->AKT1","NF"
"9600","Bcl-3->FAK1","NF"
"9601","Bcl-3->IKK-beta","NF"
"9602","Bcl-3->Cyclin D1","NF"
"9603","Bcl-3->PRKAB1","NF"
"9604","Bcl-3->MAPK1","NF"
"9605","Bcl-3->ErbB4","NF"
"9606","Bcl-3->Beta-catenin","NF"
"9607","Bcl-3->Sirtuin1","NF"
"9608","Bcl-3->H-Ras","NF"
"9609","Bcl-3->JNK2(MAPK9)","NF"
"9610","Bcl-3->p53","NF"
"9611","Bcl-3->PAK1","NF"
"9612","Bcl-3->KLF5","NF"
"9613","Bcl-3->HSP70","NF"
"9614","Bcl-3->SIK","NF"
"9615","Bcl-3->VIL2","NF"
"9616","Bcl-3->CARM1","NF"
"9617","Bcl-3->TC21","NF"
"9618","Bcl-3->LEPR","NF"
"9619","Bcl-3->GRB2","NF"
"9620","Bcl-3->ETS1","NF"
"9621","Bcl-3->MITF","NF"
"9622","Bcl-3->MUC1","NF"
"9623","Bcl-3->ErbB3","NF"
"9624","Bcl-3->LRP6","NF"
"9625","Bcl-3->NF-AT2(NFATC1)","NF"
"9626","Bcl-3->PP1-cat","NF"
"9627","Bcl-3->YB-1","NF"
"9628","Bcl-3->PIK3C3","NF"
"9629","Bcl-3->RelB (NF-kB subunit)","NF"
"9630","Bcl-3->IGF-1 receptor","NF"
"9631","Bcl-3->c-Myc","NF"
"9632","Bcl-3->Aurora-A","NF"
"9633","Bcl-3->MAPK3","NF"
"9634","Bcl-3->PRAS40","NF"
"9635","Bcl-3->BCL10","NF"
"9636","Bcl-3->EGR1","NF"
"9637","Bcl-3->N-Myc","NF"
"9638","Bcl-3->PP2A catalytic","NF"
"9639","Bcl-3->STAT1","NF"
"9640","Bcl-3->PRKAA1","NF"
"9641","Bcl-3->PP2A cat (alpha)","NF"
"9642","Bcl-3->PI-TP","NF"
"9643","Bcl-3->STAT5B","NF"
"9644","Bcl-3->c-Jun","NF"
"9645","Bcl-3->JAK2","NF"
"9646","Bcl-3->Axin","NF"
"9647","Bcl-3->FRAT1","NF"
"9648","Bcl-3->Shc","NF"
"9649","Bcl-3->GRB10","NF"
"9650","Bcl-3->RAP-1A","NF"
"9651","Bcl-3->p120GAP","NF"
"9652","Bcl-3->ErbB2","NF"
"9653","Bcl-3->CDC42","NF"
"9654","Bcl-3->JAK1","NF"
"9655","Bcl-3->JunB","NF"
"9656","Bcl-3->SP1","NF"
"9657","Bcl-3->P90S6K","NF"
"9658","Bcl-3->Paxillin","NF"
"9659","Bcl-3->SHP-2","NF"
"9660","Bcl-3->Securin","NF"
"9661","Bcl-3->SRC","NF"
"9662","Bcl-3->Raptor","NF"
"9663","Bcl-3->RHEB2","NF"
"9664","Bcl-3->Prolactin receptor","NF"
"9665","Bcl-3->CDC25A","NF"
"9666","Bcl-3->RIPK2","NF"
"9667","Bcl-3->Rictor","NF"
"9668","Bcl-3->BMAL1","NF"
"9669","Bcl-3->ESPL1","NF"
"9670","Bcl-3->AML1 (RUNX1)","NF"
"9671","Bcl-3->DEPTOR","NF"
"9672","Bcl-3->PLK1","NF"
"9673","Bcl-3->ROCK1","NF"
"9674","Bcl-3->YY1","NF"
"9675","Bcl-3->PKC-theta","NF"
"9676","Bcl-3->SREBP1 (nuclear)","NF"
"9677","Bcl-3->CREB1","NF"
"9678","Bcl-3->WDR3","NF"
"9679","Bcl-3->G-protein alpha-i2","NF"
"9680","Bcl-3->PKA-cat alpha","NF"
"9681","Bcl-3->PTEN","NF"
"9682","Bcl-3->DNA-PK","NF"
"9683","Bcl-3->GRP78","NF"
"9684","Bcl-3->RARalpha","NF"
"9685","Bcl-3->C/EBPalpha","NF"
"9686","Bcl-3->GCR-alpha","NF"
"9687","Bcl-3->PKC-mu","NF"
"9688","Bcl-3->MEK1/2","NF"
"9689","Bcl-3->ADAM17","NF"
"9690","Bcl-3->STAT5A","NF"
"9691","Bcl-3->ERK1/2","NF"
"9692","Bcl-3->APC protein","NF"
"9693","Bcl-3->BRG1","NF"
"9694","Bcl-3->NF-kB1 (p50)","NF"
"9695","Bcl-3->PKC-lambda/iota","NF"
"9696","c-Myc->MAP2K","NF"
"9697","c-Myc->SRC1","NF"
"9698","c-Myc->mTOR","NF"
"9699","c-Myc->NUR77","NF"
"9700","c-Myc->GSK3B","NF"
"9701","c-Myc->NF-kB","NF"
"9702","c-Myc->ITGB4","NF"
"9703","c-Myc->E2F1","NF"
"9704","c-Myc->LKB1","NF"
"9705","c-Myc->AMPK","NF"
"9706","c-Myc->c-IAP2","NF"
"9707","c-Myc->FOXO3A","NF"
"9708","c-Myc->P70S6K","NF"
"9709","c-Myc->CDK1","NF"
"9710","c-Myc->STAT3","NF"
"9711","c-Myc->MAP3K","NF"
"9712","c-Myc->GSK3A","NF"
"9713","c-Myc->Tuberin","NF"
"9714","c-Myc->C/EBPbeta","NF"
"9715","c-Myc->c-Abl","NF"
"9716","c-Myc->p300","NF"
"9717","c-Myc->AKT","NF"
"9718","c-Myc->ESR1","NF"
"9719","c-Myc->EGFR","NF"
"9720","c-Myc->Cyclin D","NF"
"9721","c-Myc->RAF1","NF"
"9722","c-Myc->Androgen receptor","NF"
"9723","c-Myc->HGF receptor (Met)","NF"
"9724","c-Myc->B-Raf","NF"
"9725","c-Myc->PKC","NF"
"9726","c-Myc->HSF1","NF"
"9727","c-Myc->NOTCH1 (NICD)","NF"
"9728","c-Myc->AKT1","NF"
"9729","c-Myc->FAK1","NF"
"9730","c-Myc->IKK-beta","NF"
"9731","c-Myc->Cyclin D1","NF"
"9732","c-Myc->PRKAB1","NF"
"9733","c-Myc->MAPK1","NF"
"9734","c-Myc->ErbB4","NF"
"9735","c-Myc->Beta-catenin","NF"
"9736","c-Myc->Sirtuin1","NF"
"9737","c-Myc->H-Ras","NF"
"9738","c-Myc->JNK2(MAPK9)","NF"
"9739","c-Myc->p53","NF"
"9740","c-Myc->PAK1","NF"
"9741","c-Myc->KLF5","NF"
"9742","c-Myc->HSP70","NF"
"9743","c-Myc->SIK","NF"
"9744","c-Myc->VIL2","NF"
"9745","c-Myc->CARM1","NF"
"9746","c-Myc->TC21","NF"
"9747","c-Myc->LEPR","NF"
"9748","c-Myc->GRB2","NF"
"9749","c-Myc->ETS1","NF"
"9750","c-Myc->MITF","NF"
"9751","c-Myc->MUC1","NF"
"9752","c-Myc->ErbB3","NF"
"9753","c-Myc->LRP6","NF"
"9754","c-Myc->NF-AT2(NFATC1)","NF"
"9755","c-Myc->PP1-cat","NF"
"9756","c-Myc->YB-1","NF"
"9757","c-Myc->PIK3C3","NF"
"9758","c-Myc->RelB (NF-kB subunit)","NF"
"9759","c-Myc->IGF-1 receptor","NF"
"9760","c-Myc->Bcl-3","NF"
"9761","c-Myc->Aurora-A","NF"
"9762","c-Myc->MAPK3","NF"
"9763","c-Myc->PRAS40","NF"
"9764","c-Myc->BCL10","NF"
"9765","c-Myc->EGR1","NF"
"9766","c-Myc->N-Myc","NF"
"9767","c-Myc->PP2A catalytic","NF"
"9768","c-Myc->STAT1","NF"
"9769","c-Myc->PRKAA1","NF"
"9770","c-Myc->PP2A cat (alpha)","NF"
"9771","c-Myc->PI-TP","NF"
"9772","c-Myc->STAT5B","NF"
"9773","c-Myc->c-Jun","NF"
"9774","c-Myc->JAK2","NF"
"9775","c-Myc->Axin","NF"
"9776","c-Myc->FRAT1","NF"
"9777","c-Myc->Shc","NF"
"9778","c-Myc->GRB10","NF"
"9779","c-Myc->RAP-1A","NF"
"9780","c-Myc->p120GAP","NF"
"9781","c-Myc->ErbB2","NF"
"9782","c-Myc->CDC42","NF"
"9783","c-Myc->JAK1","NF"
"9784","c-Myc->JunB","NF"
"9785","c-Myc->SP1","NF"
"9786","c-Myc->P90S6K","NF"
"9787","c-Myc->Paxillin","NF"
"9788","c-Myc->SHP-2","NF"
"9789","c-Myc->Securin","NF"
"9790","c-Myc->SRC","NF"
"9791","c-Myc->Raptor","NF"
"9792","c-Myc->RHEB2","NF"
"9793","c-Myc->Prolactin receptor","NF"
"9794","c-Myc->CDC25A","NF"
"9795","c-Myc->RIPK2","NF"
"9796","c-Myc->Rictor","NF"
"9797","c-Myc->BMAL1","NF"
"9798","c-Myc->ESPL1","NF"
"9799","c-Myc->AML1 (RUNX1)","NF"
"9800","c-Myc->DEPTOR","NF"
"9801","c-Myc->PLK1","NF"
"9802","c-Myc->ROCK1","NF"
"9803","c-Myc->YY1","NF"
"9804","c-Myc->PKC-theta","NF"
"9805","c-Myc->SREBP1 (nuclear)","NF"
"9806","c-Myc->CREB1","NF"
"9807","c-Myc->WDR3","NF"
"9808","c-Myc->G-protein alpha-i2","NF"
"9809","c-Myc->PKA-cat alpha","NF"
"9810","c-Myc->PTEN","NF"
"9811","c-Myc->DNA-PK","NF"
"9812","c-Myc->GRP78","NF"
"9813","c-Myc->RARalpha","NF"
"9814","c-Myc->C/EBPalpha","NF"
"9815","c-Myc->GCR-alpha","NF"
"9816","c-Myc->PKC-mu","NF"
"9817","c-Myc->MEK1/2","NF"
"9818","c-Myc->ADAM17","NF"
"9819","c-Myc->STAT5A","NF"
"9820","c-Myc->ERK1/2","NF"
"9821","c-Myc->APC protein","NF"
"9822","c-Myc->BRG1","NF"
"9823","c-Myc->NF-kB1 (p50)","NF"
"9824","c-Myc->PKC-lambda/iota","NF"
"9825","Aurora-A->MAP2K","NF"
"9826","Aurora-A->SRC1","NF"
"9827","Aurora-A->mTOR","NF"
"9828","Aurora-A->NUR77","NF"
"9829","Aurora-A->GSK3B","NF"
"9830","Aurora-A->NF-kB","NF"
"9831","Aurora-A->ITGB4","NF"
"9832","Aurora-A->E2F1","NF"
"9833","Aurora-A->LKB1","NF"
"9834","Aurora-A->AMPK","NF"
"9835","Aurora-A->c-IAP2","NF"
"9836","Aurora-A->FOXO3A","NF"
"9837","Aurora-A->P70S6K","NF"
"9838","Aurora-A->CDK1","NF"
"9839","Aurora-A->STAT3","NF"
"9840","Aurora-A->MAP3K","NF"
"9841","Aurora-A->GSK3A","NF"
"9842","Aurora-A->Tuberin","NF"
"9843","Aurora-A->C/EBPbeta","NF"
"9844","Aurora-A->c-Abl","NF"
"9845","Aurora-A->p300","NF"
"9846","Aurora-A->AKT","NF"
"9847","Aurora-A->ESR1","NF"
"9848","Aurora-A->EGFR","NF"
"9849","Aurora-A->Cyclin D","NF"
"9850","Aurora-A->RAF1","NF"
"9851","Aurora-A->Androgen receptor","NF"
"9852","Aurora-A->HGF receptor (Met)","NF"
"9853","Aurora-A->B-Raf","NF"
"9854","Aurora-A->PKC","NF"
"9855","Aurora-A->HSF1","NF"
"9856","Aurora-A->NOTCH1 (NICD)","NF"
"9857","Aurora-A->AKT1","NF"
